"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Lateral Raise (Machine)",,"",3,"normal",27,6,,,
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,9,,,
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,9,,,
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,9,,,
"Pull day (arms focus)","27 Sep 2024, 11:29","27 Sep 2024, 12:31","","Behind Body Cable Curl",,"",0,"normal",17,9,,,
"Pull day (arms focus)","27 Sep 2024, 11:29","27 Sep 2024, 12:31","","Behind Body Cable Curl",,"",1,"normal",17,10,,,
"Pull day (arms focus)","27 Sep 2024, 11:29","27 Sep 2024, 12:31","","Behind Body Cable Curl",,"",2,"normal",18.25,10,,,
"Pull day (arms focus)","27 Sep 2024, 11:29","27 Sep 2024, 12:31","","Lat Pulldown (Cable)",,"",0,"normal",54,7,,,
"Pull day (arms focus)","27 Sep 2024, 11:29","27 Sep 2024, 12:31","","Preacher Curl (Machine)",,"",0,"normal",15,9,,,
"Pull day (arms focus)","27 Sep 2024, 11:29","27 Sep 2024, 12:31","","Preacher Curl (Machine)",,"",1,"normal",15,6,,,
"Pull day (arms focus)","27 Sep 2024, 11:29","27 Sep 2024, 12:31","","Preacher Curl (Machine)",,"",2,"normal",15,7,,,
"Pull day (arms focus)","27 Sep 2024, 11:29","27 Sep 2024, 12:31","","Cable row Machine",,"",0,"normal",77,8,,,
"Pull day (arms focus)","27 Sep 2024, 11:29","27 Sep 2024, 12:31","","Cable row Machine",,"",1,"normal",77,7,,,
"Push day (chest focus)","25 Sep 2024, 20:23","25 Sep 2024, 22:17","","Chest Press (Machine)",,"",0,"normal",40,5,,,
"Push day (chest focus)","25 Sep 2024, 20:23","25 Sep 2024, 22:17","","Chest Press (Machine)",,"",1,"normal",35,5,,,
"Push day (chest focus)","25 Sep 2024, 20:23","25 Sep 2024, 22:17","","Chest Press (Machine)",,"",2,"normal",35,4,,,
"Push day (chest focus)","25 Sep 2024, 20:23","25 Sep 2024, 22:17","","crossbody cable extension",,"",0,"normal",11,12,,,
"Push day (chest focus)","25 Sep 2024, 20:23","25 Sep 2024, 22:17","","crossbody cable extension",,"",1,"normal",11,12,,,
"Push day (chest focus)","25 Sep 2024, 20:23","25 Sep 2024, 22:17","","Butterfly (Pec Deck)",,"",0,"normal",40,12,,,
"Push day (chest focus)","25 Sep 2024, 20:23","25 Sep 2024, 22:17","","Butterfly (Pec Deck)",,"",1,"normal",49.5,12,,,
"Push day (chest focus)","25 Sep 2024, 20:23","25 Sep 2024, 22:17","","Lateral Raise (Machine)",,"",0,"normal",17,10,,,
"Push day (chest focus)","25 Sep 2024, 20:23","25 Sep 2024, 22:17","","Lateral Raise (Machine)",,"",1,"normal",17,17,,,
"Shoulder day","23 Sep 2024, 11:53","23 Sep 2024, 12:57","","Seated Shoulder Press (Machine)",,"",0,"normal",47,8,,,
"Shoulder day","23 Sep 2024, 11:53","23 Sep 2024, 12:57","","Seated Shoulder Press (Machine)",,"",1,"normal",47,7,,,
"Shoulder day","23 Sep 2024, 11:53","23 Sep 2024, 12:57","","Seated Shoulder Press (Machine)",,"",2,"normal",47,7,,,
"Shoulder day","23 Sep 2024, 11:53","23 Sep 2024, 12:57","","Lateral Raise (Machine)",,"",0,"normal",17,15,,,
"Shoulder day","23 Sep 2024, 11:53","23 Sep 2024, 12:57","","Lateral Raise (Machine)",,"",1,"normal",17,14,,,
"Shoulder day","23 Sep 2024, 11:53","23 Sep 2024, 12:57","","Lateral Raise (Machine)",,"",2,"normal",17,9,,,
"Shoulder day","23 Sep 2024, 11:53","23 Sep 2024, 12:57","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,9,,,
"Shoulder day","23 Sep 2024, 11:53","23 Sep 2024, 12:57","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",5,9,,,
"Shoulder day","23 Sep 2024, 11:53","23 Sep 2024, 12:57","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,9,,,
"Pull day (back focus)","20 Sep 2024, 21:03","20 Sep 2024, 22:10","","Lat Pulldown (Cable)",,"",0,"normal",54,7,,,
"Pull day (back focus)","20 Sep 2024, 21:03","20 Sep 2024, 22:10","","Lat Pulldown (Cable)",,"",1,"normal",54,7,,,
"Pull day (back focus)","20 Sep 2024, 21:03","20 Sep 2024, 22:10","","Lat Pulldown (Cable)",,"",2,"normal",54,5,,,
"Pull day (back focus)","20 Sep 2024, 21:03","20 Sep 2024, 22:10","","Seated Row (Machine)",,"",0,"normal",17,14,,,
"Pull day (back focus)","20 Sep 2024, 21:03","20 Sep 2024, 22:10","","Seated Row (Machine)",,"",1,"normal",27,7,,,
"Pull day (back focus)","20 Sep 2024, 21:03","20 Sep 2024, 22:10","","Seated Row (Machine)",,"",2,"normal",27,6,,,
"Pull day (back focus)","20 Sep 2024, 21:03","20 Sep 2024, 22:10","","Shrug (Barbell)",,"",0,"normal",40,7,,,
"Pull day (back focus)","20 Sep 2024, 21:03","20 Sep 2024, 22:10","","Shrug (Barbell)",,"",1,"normal",40,8,,,
"Push day (chest focus)","19 Sep 2024, 18:49","19 Sep 2024, 20:21","","Chest Press (Machine)",,"",0,"normal",35,9,,,
"Push day (chest focus)","19 Sep 2024, 18:49","19 Sep 2024, 20:21","","Chest Press (Machine)",,"",1,"normal",35,6,,,
"Push day (chest focus)","19 Sep 2024, 18:49","19 Sep 2024, 20:21","","Chest Press (Machine)",,"",2,"normal",35,7,,,
"Push day (chest focus)","19 Sep 2024, 18:49","19 Sep 2024, 20:21","","crossbody cable extension",,"",0,"normal",15,8,,,
"Push day (chest focus)","19 Sep 2024, 18:49","19 Sep 2024, 20:21","","crossbody cable extension",,"",1,"normal",15,6,,,
"Push day (chest focus)","19 Sep 2024, 18:49","19 Sep 2024, 20:21","","crossbody cable extension",,"",2,"normal",15,9,,,
"Push day (chest focus)","19 Sep 2024, 18:49","19 Sep 2024, 20:21","","Lateral Raise (Machine)",,"",0,"normal",17,10,,,
"Push day (chest focus)","19 Sep 2024, 18:49","19 Sep 2024, 20:21","","Lateral Raise (Machine)",,"",1,"normal",17,17,,,
"Push day (chest focus)","19 Sep 2024, 18:49","19 Sep 2024, 20:21","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Pull day (arms focus)","17 Sep 2024, 19:20","17 Sep 2024, 20:43","","Behind Body Cable Curl",,"",0,"normal",18.28,9,,,
"Pull day (arms focus)","17 Sep 2024, 19:20","17 Sep 2024, 20:43","","Behind Body Cable Curl",,"",1,"normal",18.25,10,,,
"Pull day (arms focus)","17 Sep 2024, 19:20","17 Sep 2024, 20:43","","Behind Body Cable Curl",,"",2,"normal",18.25,10,,,
"Pull day (arms focus)","17 Sep 2024, 19:20","17 Sep 2024, 20:43","","Seated Row (Machine)",,"",0,"normal",17,14,,,
"Pull day (arms focus)","17 Sep 2024, 19:20","17 Sep 2024, 20:43","","Seated Row (Machine)",,"",1,"normal",27,7,,,
"Pull day (arms focus)","17 Sep 2024, 19:20","17 Sep 2024, 20:43","","Seated Row (Machine)",,"",2,"normal",27,6,,,
"Pull day (arms focus)","17 Sep 2024, 19:20","17 Sep 2024, 20:43","","Preacher Curl (Machine)",,"",0,"normal",15,10,,,
"Pull day (arms focus)","17 Sep 2024, 19:20","17 Sep 2024, 20:43","","Preacher Curl (Machine)",,"",1,"normal",15,9,,,
"Pull day (arms focus)","17 Sep 2024, 19:20","17 Sep 2024, 20:43","","Preacher Curl (Machine)",,"",2,"normal",15,8,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Seated Shoulder Press (Machine)",,"",0,"normal",47,9,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Seated Shoulder Press (Machine)",,"",1,"normal",47,7,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Seated Shoulder Press (Machine)",,"",2,"normal",47,6,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Lateral Raise (Machine)",,"",0,"normal",27,10,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Lateral Raise (Machine)",,"",1,"normal",17,10,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Lateral Raise (Machine)",,"",2,"normal",27,9,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Lateral Raise (Machine)",,"",3,"normal",17,9,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Lateral Raise (Machine)",,"",4,"normal",17,9,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,9,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,10,,,
"Shoulder day","16 Sep 2024, 19:02","16 Sep 2024, 20:27","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,9,,,
"Pull day (back focus)","13 Sep 2024, 18:25","13 Sep 2024, 19:33","","Lat Pulldown (Cable)",,"",0,"normal",54,7,,,
"Pull day (back focus)","13 Sep 2024, 18:25","13 Sep 2024, 19:33","","Lat Pulldown (Cable)",,"",1,"normal",54,6,,,
"Pull day (back focus)","13 Sep 2024, 18:25","13 Sep 2024, 19:33","","Lat Pulldown (Cable)",,"",2,"normal",54,7,,,
"Pull day (back focus)","13 Sep 2024, 18:25","13 Sep 2024, 19:33","","Seated Row (Machine)",,"",0,"normal",17,14,,,
"Pull day (back focus)","13 Sep 2024, 18:25","13 Sep 2024, 19:33","","Seated Row (Machine)",,"",1,"normal",27,7,,,
"Pull day (back focus)","13 Sep 2024, 18:25","13 Sep 2024, 19:33","","Seated Row (Machine)",,"",2,"normal",27,6,,,
"Pull day (back focus)","13 Sep 2024, 18:25","13 Sep 2024, 19:33","","Preacher Curl (Machine)",,"",0,"normal",15,12,,,
"Pull day (back focus)","13 Sep 2024, 18:25","13 Sep 2024, 19:33","","Preacher Curl (Machine)",,"",1,"normal",15,11,,,
"Pull day (back focus)","13 Sep 2024, 18:25","13 Sep 2024, 19:33","","Preacher Curl (Machine)",,"",2,"normal",15,9,,,
"Push day (chest focus)","11 Sep 2024, 18:46","11 Sep 2024, 19:55","","Chest Press (Machine)",,"",0,"normal",35,8,,,
"Push day (chest focus)","11 Sep 2024, 18:46","11 Sep 2024, 19:55","","Chest Press (Machine)",,"",1,"normal",35,6,,,
"Push day (chest focus)","11 Sep 2024, 18:46","11 Sep 2024, 19:55","","Chest Press (Machine)",,"",2,"normal",35,6,,,
"Push day (chest focus)","11 Sep 2024, 18:46","11 Sep 2024, 19:55","","Butterfly (Pec Deck)",,"",0,"normal",63,6,,,
"Push day (chest focus)","11 Sep 2024, 18:46","11 Sep 2024, 19:55","","Butterfly (Pec Deck)",,"",1,"normal",63,5,,,
"Push day (chest focus)","11 Sep 2024, 18:46","11 Sep 2024, 19:55","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","11 Sep 2024, 18:46","11 Sep 2024, 19:55","","Lateral Raise (Machine)",,"",1,"normal",27,9,,,
"Push day (chest focus)","11 Sep 2024, 18:46","11 Sep 2024, 19:55","","Lateral Raise (Machine)",,"",2,"normal",27,10,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Behind Body Cable Curl",,"",0,"normal",18.28,9,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Behind Body Cable Curl",,"",1,"normal",18.25,10,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Behind Body Cable Curl",,"",2,"normal",18.25,8,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Lat Pulldown (Cable)",,"",0,"normal",54,7,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Lat Pulldown (Cable)",,"",1,"normal",54,7,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Seated Row (Machine)",,"",0,"normal",17,14,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Seated Row (Machine)",,"",1,"normal",27,7,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Preacher Curl (Machine)",,"",0,"normal",15,11,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Preacher Curl (Machine)",,"",1,"normal",15,9,,,
"Pull day (arms focus)","10 Sep 2024, 17:56","10 Sep 2024, 19:24","","Preacher Curl (Machine)",,"",2,"normal",15,8,,,
"Shoulder day","9 Sep 2024, 09:30","9 Sep 2024, 10:33","","Overhead Press (Barbell)",,"",0,"normal",30,9,,,
"Shoulder day","9 Sep 2024, 09:30","9 Sep 2024, 10:33","","Overhead Press (Barbell)",,"",1,"normal",30,7,,,
"Shoulder day","9 Sep 2024, 09:30","9 Sep 2024, 10:33","","Overhead Press (Barbell)",,"",2,"normal",30,7,,,
"Shoulder day","9 Sep 2024, 09:30","9 Sep 2024, 10:33","","Lateral Raise (Machine)",,"",0,"normal",27,10,,,
"Shoulder day","9 Sep 2024, 09:30","9 Sep 2024, 10:33","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Shoulder day","9 Sep 2024, 09:30","9 Sep 2024, 10:33","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",9,13,,,
"Shoulder day","9 Sep 2024, 09:30","9 Sep 2024, 10:33","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",10.25,13,,,
"Shoulder day","9 Sep 2024, 09:30","9 Sep 2024, 10:33","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",10.25,11,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","crossbody cable extension",,"",0,"normal",15,10,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","crossbody cable extension",,"",1,"normal",15,11,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","crossbody cable extension",,"",2,"normal",15,7,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","Reverse Curl (Cable)",,"",0,"normal",17,8,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","Reverse Curl (Cable)",,"",1,"normal",17,9,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","Reverse Curl (Cable)",,"",2,"normal",17,10,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","Grip Curl",,"",0,"normal",27,13,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","Grip Curl",,"",1,"normal",37,8,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","Grip Curl",,"",2,"normal",37,8,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","Egyptian Lateral Raise",,"",0,"normal",27,9,,,
"Push day (arms focus)","7 Sep 2024, 18:43","7 Sep 2024, 20:19","","Egyptian Lateral Raise",,"",1,"normal",27,12,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Lat Pulldown (Cable)",,"",0,"normal",54,6,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Lat Pulldown (Cable)",,"",1,"normal",54,5,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Lat Pulldown (Cable)",,"",2,"normal",54,5,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Seated Row (Machine)",,"",0,"normal",17,15,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Seated Row (Machine)",,"",1,"normal",27,7,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Seated Row (Machine)",,"",2,"normal",27,6,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Preacher Curl (Machine)",,"",0,"normal",15,9,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Preacher Curl (Machine)",,"",1,"normal",10,11,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Shrug (Barbell)",,"",0,"normal",35,8,,,
"Pull day (back focus)","6 Sep 2024, 18:22","6 Sep 2024, 19:32","","Shrug (Barbell)",,"",1,"normal",35,9,,,
"Push day (chest focus)","4 Sep 2024, 20:44","4 Sep 2024, 21:53","","Chest Press (Machine)",,"",0,"normal",35,7,,,
"Push day (chest focus)","4 Sep 2024, 20:44","4 Sep 2024, 21:53","","Chest Press (Machine)",,"",1,"normal",35,6,,,
"Push day (chest focus)","4 Sep 2024, 20:44","4 Sep 2024, 21:53","","Chest Press (Machine)",,"",2,"normal",35,6,,,
"Push day (chest focus)","4 Sep 2024, 20:44","4 Sep 2024, 21:53","","Lateral Raise (Machine)",,"",0,"normal",17,15,,,
"Push day (chest focus)","4 Sep 2024, 20:44","4 Sep 2024, 21:53","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Push day (chest focus)","4 Sep 2024, 20:44","4 Sep 2024, 21:53","","Lateral Raise (Machine)",,"",2,"normal",27,9,,,
"Pull day (arms focus)","3 Sep 2024, 20:35","3 Sep 2024, 21:38","","Behind Body Cable Curl",,"",0,"normal",17.5,9,,,
"Pull day (arms focus)","3 Sep 2024, 20:35","3 Sep 2024, 21:38","","Behind Body Cable Curl",,"",1,"normal",17.5,10,,,
"Pull day (arms focus)","3 Sep 2024, 20:35","3 Sep 2024, 21:38","","Behind Body Cable Curl",,"",2,"normal",17.5,8,,,
"Pull day (arms focus)","3 Sep 2024, 20:35","3 Sep 2024, 21:38","","Lat Pulldown (Cable)",,"",0,"normal",54,6,,,
"Pull day (arms focus)","3 Sep 2024, 20:35","3 Sep 2024, 21:38","","Lat Pulldown (Cable)",,"",1,"normal",54,6,,,
"Pull day (arms focus)","3 Sep 2024, 20:35","3 Sep 2024, 21:38","","Preacher Curl (Machine)",,"",0,"normal",15,10,,,
"Pull day (arms focus)","3 Sep 2024, 20:35","3 Sep 2024, 21:38","","Preacher Curl (Machine)",,"",1,"normal",15,8,,,
"Pull day (arms focus)","3 Sep 2024, 20:35","3 Sep 2024, 21:38","","Preacher Curl (Machine)",,"",2,"normal",15,7,,,
"Shoulder day","2 Sep 2024, 10:57","2 Sep 2024, 11:43","","Overhead Press (Barbell)",,"",0,"normal",30,9,,,
"Shoulder day","2 Sep 2024, 10:57","2 Sep 2024, 11:43","","Overhead Press (Barbell)",,"",1,"normal",30,6,,,
"Shoulder day","2 Sep 2024, 10:57","2 Sep 2024, 11:43","","Overhead Press (Barbell)",,"",2,"normal",30,6,,,
"Shoulder day","2 Sep 2024, 10:57","2 Sep 2024, 11:43","","Lateral Raise (Machine)",,"",0,"normal",27,10,,,
"Shoulder day","2 Sep 2024, 10:57","2 Sep 2024, 11:43","","Lateral Raise (Machine)",,"",1,"normal",17,12,,,
"Shoulder day","2 Sep 2024, 10:57","2 Sep 2024, 11:43","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Shoulder day","2 Sep 2024, 10:57","2 Sep 2024, 11:43","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",9,13,,,
"Shoulder day","2 Sep 2024, 10:57","2 Sep 2024, 11:43","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",10.25,11,,,
"Shoulder day","2 Sep 2024, 10:57","2 Sep 2024, 11:43","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",10.25,11,,,
"Push day (arms focus)","31 Aug 2024, 17:50","31 Aug 2024, 20:08","","crossbody cable extension",,"",0,"normal",15,10,,,
"Push day (arms focus)","31 Aug 2024, 17:50","31 Aug 2024, 20:08","","crossbody cable extension",,"",1,"normal",15,10,,,
"Push day (arms focus)","31 Aug 2024, 17:50","31 Aug 2024, 20:08","","crossbody cable extension",,"",2,"normal",15,7,,,
"Push day (arms focus)","31 Aug 2024, 17:50","31 Aug 2024, 20:08","","Reverse Curl (Cable)",,"",0,"normal",15,8,,,
"Push day (arms focus)","31 Aug 2024, 17:50","31 Aug 2024, 20:08","","Reverse Curl (Cable)",,"",1,"normal",15,9,,,
"Push day (arms focus)","31 Aug 2024, 17:50","31 Aug 2024, 20:08","","Reverse Curl (Cable)",,"",2,"normal",15,8,,,
"Push day (arms focus)","31 Aug 2024, 17:50","31 Aug 2024, 20:08","","Grip Curl",,"",0,"normal",27,14,,,
"Push day (arms focus)","31 Aug 2024, 17:50","31 Aug 2024, 20:08","","Grip Curl",,"",1,"normal",33,14,,,
"Pull day (back focus)","30 Aug 2024, 15:34","30 Aug 2024, 16:23","","Lat Pulldown (Machine)",,"",0,"normal",67,8,,,
"Pull day (back focus)","30 Aug 2024, 15:34","30 Aug 2024, 16:23","","Lat Pulldown (Machine)",,"",1,"normal",67,7,,,
"Pull day (back focus)","30 Aug 2024, 15:34","30 Aug 2024, 16:23","","Lat Pulldown (Machine)",,"",2,"normal",67,5,,,
"Pull day (back focus)","30 Aug 2024, 15:34","30 Aug 2024, 16:23","","Seated Row (Machine)",,"",0,"normal",17,13,,,
"Pull day (back focus)","30 Aug 2024, 15:34","30 Aug 2024, 16:23","","Seated Row (Machine)",,"",1,"normal",17,14,,,
"Pull day (back focus)","30 Aug 2024, 15:34","30 Aug 2024, 16:23","","Seated Row (Machine)",,"",2,"normal",27,8,,,
"Pull day (back focus)","30 Aug 2024, 15:34","30 Aug 2024, 16:23","","Shrug (Barbell)",,"",0,"normal",35,8,,,
"Pull day (back focus)","30 Aug 2024, 15:34","30 Aug 2024, 16:23","","Shrug (Barbell)",,"",1,"normal",35,9,,,
"Pull day (back focus)","30 Aug 2024, 15:34","30 Aug 2024, 16:23","","Shrug (Barbell)",,"",2,"normal",35,9,,,
"Push day (chest focus)","28 Aug 2024, 11:12","28 Aug 2024, 11:58","","Chest Press (Machine)",,"",0,"normal",35,7,,,
"Push day (chest focus)","28 Aug 2024, 11:12","28 Aug 2024, 11:58","","Chest Press (Machine)",,"",1,"normal",35,6,,,
"Push day (chest focus)","28 Aug 2024, 11:12","28 Aug 2024, 11:58","","Chest Press (Machine)",,"",2,"normal",35,5,,,
"Push day (chest focus)","28 Aug 2024, 11:12","28 Aug 2024, 11:58","","crossbody cable extension",,"",0,"normal",15,9,,,
"Push day (chest focus)","28 Aug 2024, 11:12","28 Aug 2024, 11:58","","crossbody cable extension",,"",1,"normal",15,8,,,
"Push day (chest focus)","28 Aug 2024, 11:12","28 Aug 2024, 11:58","","crossbody cable extension",,"",2,"normal",15,9,,,
"Push day (chest focus)","28 Aug 2024, 11:12","28 Aug 2024, 11:58","","Butterfly (Pec Deck)",,"",0,"normal",63,6,,,
"Push day (chest focus)","28 Aug 2024, 11:12","28 Aug 2024, 11:58","","Butterfly (Pec Deck)",,"",1,"normal",63,5,,,
"Push day (chest focus)","28 Aug 2024, 11:12","28 Aug 2024, 11:58","","Butterfly (Pec Deck)",,"",2,"normal",63,4,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Behind Body Cable Curl",,"",0,"normal",17.5,9,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Behind Body Cable Curl",,"",1,"normal",17.5,9,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Behind Body Cable Curl",,"",2,"normal",17.5,9,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Lat Pulldown (Machine)",,"",0,"normal",67,6,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Lat Pulldown (Machine)",,"",1,"normal",67,6,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Seated Row (Machine)",,"",0,"normal",17,14,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Seated Row (Machine)",,"",1,"normal",27,7,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Preacher Curl (Machine)",,"",0,"normal",15,11,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Preacher Curl (Machine)",,"",1,"normal",15,9,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Preacher Curl (Machine)",,"",2,"normal",15,8,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Grip Curl",,"",0,"normal",37,9,,,
"Pull day (arms focus)","27 Aug 2024, 18:05","27 Aug 2024, 19:45","","Grip Curl",,"",1,"normal",27,14,,,
"Shoulder day","26 Aug 2024, 10:37","26 Aug 2024, 11:33","","Overhead Press (Barbell)",,"",0,"normal",30,7,,,
"Shoulder day","26 Aug 2024, 10:37","26 Aug 2024, 11:33","","Overhead Press (Barbell)",,"",1,"normal",30,7,,,
"Shoulder day","26 Aug 2024, 10:37","26 Aug 2024, 11:33","","Overhead Press (Barbell)",,"",2,"normal",30,7,,,
"Shoulder day","26 Aug 2024, 10:37","26 Aug 2024, 11:33","","Egyptian Lateral Raise (wristband)",,"",0,"normal",9,12,,,
"Shoulder day","26 Aug 2024, 10:37","26 Aug 2024, 11:33","","Egyptian Lateral Raise (wristband)",,"",1,"normal",10.25,9,,,
"Shoulder day","26 Aug 2024, 10:37","26 Aug 2024, 11:33","","Egyptian Lateral Raise (wristband)",,"",2,"normal",10.25,10,,,
"Shoulder day","26 Aug 2024, 10:37","26 Aug 2024, 11:33","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",9,13,,,
"Shoulder day","26 Aug 2024, 10:37","26 Aug 2024, 11:33","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",10.25,11,,,
"Shoulder day","26 Aug 2024, 10:37","26 Aug 2024, 11:33","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",10.25,11,,,
"Push day (chest focus)","21 Aug 2024, 20:27","21 Aug 2024, 21:27","","Chest Press (Machine)",,"",0,"normal",35,5,,,
"Push day (chest focus)","21 Aug 2024, 20:27","21 Aug 2024, 21:27","","Chest Press (Machine)",,"",1,"normal",35,5,,,
"Push day (chest focus)","21 Aug 2024, 20:27","21 Aug 2024, 21:27","","Chest Press (Machine)",,"",2,"normal",35,5,,,
"Push day (chest focus)","21 Aug 2024, 20:27","21 Aug 2024, 21:27","","crossbody cable extension",,"",0,"normal",15,8,,,
"Push day (chest focus)","21 Aug 2024, 20:27","21 Aug 2024, 21:27","","crossbody cable extension",,"",1,"normal",15,8,,,
"Push day (chest focus)","21 Aug 2024, 20:27","21 Aug 2024, 21:27","","crossbody cable extension",,"",2,"normal",15,9,,,
"Push day (chest focus)","21 Aug 2024, 20:27","21 Aug 2024, 21:27","","Butterfly (Pec Deck)",,"",0,"normal",63,6,,,
